inci_no,Year,Season,Alm_Date,Address,Incident Type,Incident Type Number,Inci_type,Content_Loss,Property_Loss,Total_Loss,Pre_Inci_Value,Saved
18-0037873,2018,Winter,11/8/2018,CATALPA Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,9000,9000,16000,7000
18-0037885,2018,Winter,11/8/2018,2519 ROWAN Louisville KY 40212,Structure Fire,111,111 - Building fire,NULL,2500,2500,2500,0
18-0037969,2018,Winter,11/8/2018,1035 Barret Louisville KY 40204,Structure Fire,111,111 - Building fire,5000,10000,15000,200000,185000
18-0037969,2018,Winter,11/8/2018,1310 WINTER Louisville KY 40204,Structure Fire,111,111 - Building fire,5000,10000,15000,200000,185000
18-0038015,2018,Winter,11/9/2018,2727 W CHESTNUT Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,1000,0
18-0038106,2018,Winter,11/10/2018,322 S PETERSON Louisville KY 40206,FALSE,151,"151 - Outside rubbish, trash or waste fire",NULL,5000,5000,253500,248500
18-0038145,2018,Winter,11/10/2018,2025 BROWNSBORO 311 Louisville KY 40206,Structure Fire,111,111 - Building fire,10000,40000,50000,3450000,3400000
18-0038170,2018,Winter,11/10/2018,4729 CLIFF Louisville KY 40215,Structure Fire,111,111 - Building fire,NULL,47514,47514,79190,31676
18-0038263,2018,Winter,11/11/2018,S 22ND Louisville KY 40210,Vehicle Fire,131,131 - Passenger vehicle fire,0,4225,4225,4225,0
18-0038527,2018,Winter,11/14/2018,414 S 20TH Louisville KY 40203,Structure Fire,111,111 - Building fire,5000,31360,36360,31360,-5000
18-0038774,2018,Winter,11/15/2018,320 N 24TH Louisville KY 40212,Structure Fire,111,111 - Building fire,5000,10000,15000,19000,4000
18-0038783,2018,Winter,11/15/2018,2809 S EDDY Louisville KY 40212,Structure Fire,111,111 - Building fire,0,1000,1000,25000,24000
18-0038791,2018,Winter,11/15/2018,409 FOUNTAIN 3 Louisville KY 40208,Structure Fire,111,111 - Building fire,5000,15000,20000,200000,180000
18-0038921,2018,Winter,11/16/2018,1702 LAFAYETTE 1 Louisville KY 40215,Structure Fire,111,111 - Building fire,2000,20000,22000,150000,128000
18-0038947,2018,Winter,11/16/2018,5318 S 3RD Louisville KY 40214,Structure Fire,113,"113 - Cooking fire, confined to container",5000,5000,10000,50000,40000
18-0038953,2018,Winter,11/16/2018,825 CAMDEN Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,100,NULL,100,4000,3900
18-0038976,2018,Winter,11/16/2018,1714 GAGEL Shively KY 40216,Structure Fire,111,111 - Building fire,3000,50000,53000,350000,297000
18-0038986,2018,Winter,11/16/2018,1107 ONEIDA Louisville KY 40214,Structure Fire,113,"113 - Cooking fire, confined to container",5000,5000,10000,80000,70000
18-0039091,2018,Winter,11/18/2018,621 E ST CATHERINE Louisville KY 40203,Structure Fire,111,111 - Building fire,20000,40000,60000,90000,30000
18-0039192,2018,Winter,11/19/2018,1621 PRENTICE Louisville KY 40210,Structure Fire,111,111 - Building fire,10000,20000,30000,30000,0
18-0039301,2018,Winter,11/20/2018,1010 S 3RD Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,0,3500,3500,3500,0
18-0039374,2018,Winter,11/20/2018,2222 W MADISON Louisville KY 40211,Structure Fire,111,111 - Building fire,1000,37010,38010,37010,-1000
18-0039405,2018,Winter,11/21/2018,308 N 19TH Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,500,2000,2500,2000,-500
18-0039522,2018,Winter,11/22/2018,3009 WENTWORTH Louisville KY 40206,Structure Fire,113,"113 - Cooking fire, confined to container",300,100,400,197440,197040
18-0039559,2018,Winter,11/22/2018,1811 DUBOURG Shively KY 40216,Structure Fire,111,111 - Building fire,2000,5000,7000,57480,50480
18-0039728,2018,Winter,11/24/2018,Baxter Louisville KY 40206,Outside Fire,160,"160 - Special outside fire, other",500,500,1000,500,-500
18-0039776,2018,Winter,11/25/2018,S 3RD Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,25000,24000
18-0039788,2018,Winter,11/25/2018,1008 HAMILTON Louisville KY 40204,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,2500,2500,2500,0
18-0039816,2018,Winter,11/25/2018,409 E MUHAMMAD ALI Louisville KY 40202,Structure Fire,111,111 - Building fire,0,4500,4500,6110000,6105500
18-0039855,2018,Winter,11/25/2018,3710 VERMONT Louisville KY 40211,Outside Fire,151,"151 - Outside rubbish, trash or waste fire",40,40,80,50,-30
18-0039971,2018,Winter,11/27/2018,3725 KLONDIKE 12 Louisville KY 40220,Structure Fire,111,111 - Building fire,10000,75000,85000,325000,240000
18-0039982,2018,Winter,11/27/2018,6517 EVANGELINE Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,2500,2500,2500,0
18-0040282,2018,Winter,11/29/2018,I-65 N City of Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1500,1500,1500,0
18-0040475,2018,Winter,12/1/2018,3100 NORTHWESTERN PKY Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
18-0040488,2018,Winter,12/1/2018,1518 SCHUFF Louisville KY 40205,Structure Fire,111,111 - Building fire,1000,5000,6000,250000,244000
18-0040589,2018,Winter,12/2/2018,1614 REDWOOD Louisville KY 40213,Structure Fire,111,111 - Building fire,10000,15000,25000,60000,35000
18-0040589,2018,Winter,12/2/2018,1614 REDWOOD Louisville KY 40213,Structure Fire,111,111 - Building fire,10000,15000,25000,60000,35000
18-0040621,2018,Winter,12/2/2018,667 SOUTHWESTERN Louisville KY 40211,Structure Fire,111,111 - Building fire,200,78165,78365,104220,25855
18-0040709,2018,Winter,12/3/2018,113 N 38TH Louisville KY 40212,FALSE,531,531 - Smoke or odor removal,500,0,500,50000,49500
18-0040705,2018,Winter,12/3/2018,3034 LARUE Louisville KY 40217,Structure Fire,111,111 - Building fire,40000,40000,80000,125000,45000
18-0040754,2018,Winter,12/4/2018,4145 W BROADWAY Louisville KY 40211,Structure Fire,111,111 - Building fire,10000,15000,25000,50000,25000
18-0040759,2018,Winter,12/4/2018,2514 W JEFFERSON Louisville KY 40212,Structure Fire,111,111 - Building fire,2000,15000,17000,54000,37000
18-0040830,2018,Winter,12/4/2018,568 LILLY Louisville KY 40217,Structure Fire,111,111 - Building fire,15000,65000,80000,65000,-15000
18-0040830,2018,Winter,12/4/2018,570 LILLY Louisville KY 40217,Structure Fire,111,111 - Building fire,NULL,7000,7000,70570,63570
18-0040830,2018,Winter,12/4/2018,566 LILLY Louisville KY 40217,Structure Fire,111,111 - Building fire,0,7000,7000,62500,55500
18-0040919,2018,Winter,12/5/2018,1143 LINCOLN Louisville KY 40208,Structure Fire,111,111 - Building fire,5000,20000,25000,42300,17300
18-0040990,2018,Winter,12/6/2018,4737 SOUTHERN 6 Louisville KY 40214,Structure Fire,113,"113 - Cooking fire, confined to container",NULL,200,200,200,0
18-0041158,2018,Winter,12/7/2018,1807 COMMERCE Louisville KY 40208,Structure Fire,112,112 - Fires in structure other than in a building,500,NULL,500,728540,728040
18-0041160,2018,Winter,12/7/2018,209 ADAMS Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,2500,2500,2500,0
18-0041274,2018,Winter,12/9/2018,2215 GLENMARY Louisville KY 40204,Structure Fire,111,111 - Building fire,1000,1000,2000,507290,505290
18-0041339,2018,Winter,12/9/2018,2711 GRAND Louisville KY 40211,Structure Fire,111,111 - Building fire,800,10000,10800,24500,13700
18-0041346,2018,Winter,12/9/2018,1420 HUNTOON Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,0,1000,1000,5000,4000
18-0041597,2018,Winter,12/12/2018,6619 STRAWBERRY Louisville KY 40214,Structure Fire,111,111 - Building fire,5000,25000,30000,250000,220000
18-0041662,2018,Winter,12/13/2018,3537 S 4TH Louisville KY 40214,Structure Fire,111,111 - Building fire,500,0,500,50000,49500
18-0041764,2018,Winter,12/14/2018,3328 NORTHWESTERN Louisville KY 40212,Structure Fire,111,111 - Building fire,10000,20000,30000,72000,42000
18-0041942,2018,Winter,12/15/2018,5327 HALSEY Louisville KY 40214,Structure Fire,111,111 - Building fire,500,2500,3000,250000,247000
18-0041957,2018,Winter,12/15/2018,2217 GOLDSMITH Louisville KY 40218,Structure Fire,111,111 - Building fire,NULL,75000,75000,886650,811650
18-0041988,2018,Winter,12/15/2018,600 BERGMAN Louisville KY 40203,Structure Fire,111,111 - Building fire,15000,NULL,15000,1154820,1139820
18-0042152,2018,Winter,12/17/2018,414 N 20TH Louisville KY 40203,Structure Fire,111,111 - Building fire,0,5000,5000,29560,24560
18-0042304,2018,Winter,12/19/2018,109 S 20TH Louisville KY 40203,Structure Fire,113,"113 - Cooking fire, confined to container",250,NULL,250,50000,49750
18-0042357,2018,Winter,12/19/2018,1236 MANITAU Louisville KY 40215,Structure Fire,111,111 - Building fire,5000,10000,15000,85000,70000
18-0042432,2018,Winter,12/20/2018,I 65 Northbound City of Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,4000,4000,4000,0
18-0042439,2018,Winter,12/20/2018,2814 N LYTLE Louisville KY 40212,Structure Fire,111,111 - Building fire,NULL,100,100,100,0
18-0042503,2018,Winter,12/20/2018,644 S 39TH Louisville KY 40211,Structure Fire,111,111 - Building fire,500,50,550,32400,31850
18-0042509,2018,Winter,12/20/2018,230 CECIL Louisville KY 40212,Structure Fire,113,"113 - Cooking fire, confined to container",50,500,550,232790,232240
18-0042600,2018,Winter,12/21/2018,984 BARRET Louisville KY 40204,FALSE,531,531 - Smoke or odor removal,300,NULL,300,700000,699700
18-0042817,2018,Winter,12/23/2018,3011 PAMELA 1 Louisville KY 40220,Structure Fire,111,111 - Building fire,7500,50000,57500,250000,192500
18-0042859,2018,Winter,12/23/2018,S 26TH Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,4500,4500,4500,0
18-0042785,2018,Winter,12/23/2018,1914 GRIFFITHS Louisville KY 40203,Structure Fire,111,111 - Building fire,2000,15000,17000,31290,14290
18-0042922,2018,Winter,12/24/2018,I64 East City of Louisville KY 40202,Vehicle Fire,131,131 - Passenger vehicle fire,2000,25000,27000,25000,-2000
18-0043026,2018,Winter,12/25/2018,1224 GARVIN Louisville KY 40203,Structure Fire,111,111 - Building fire,500,5000,5500,170000,164500
18-0043056,2018,Winter,12/25/2018,2600 LE BLANC 5 Louisville KY 40206,Structure Fire,113,"113 - Cooking fire, confined to container",NULL,350,350,275000,274650
18-0043081,2018,Winter,12/26/2018,1356 DIXIE Louisville KY 40210,Structure Fire,111,111 - Building fire,NULL,5000,5000,28000,23000
18-0043145,2018,Winter,12/26/2018,12 NICHOLS Louisville KY 40215,FALSE,154,154 - Dumpster or other outside trash receptacle fire,NULL,2000,2000,60000,58000
18-0043211,2018,Winter,12/27/2018,320 JOE CONWAY Louisville KY 40207,Structure Fire,111,111 - Building fire,5000,20000,25000,10000000,9975000
18-0043348,2018,Winter,12/28/2018,3719 YOUNG Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",100,100,200,107000,106800
18-0043322,2018,Winter,12/28/2018,1898 TYLER Louisville KY 40205,Vehicle Fire,138,138 - Off-road vehicle or heavy equipment fire,500,300000,300500,300000,-500
18-0043352,2018,Winter,12/28/2018,Taylorsville City of Louisville KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,100,4000,4100,4000,-100
18-0043388,2018,Winter,12/28/2018,740 SUTCLIFFE Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",100,100,200,55000,54800
18-0043497,2018,Winter,12/30/2018,4579 S 1ST Louisville KY 40214,Structure Fire,111,111 - Building fire,NULL,500,500,75000,74500
18-0043559,2018,Winter,12/30/2018,2114 W KENTUCKY Louisville KY 40210,Structure Fire,113,"113 - Cooking fire, confined to container",250,NULL,250,20000,19750
18-0043685,2018,Winter,12/31/2018,4741 ROCKFORD Shively KY 40216,Structure Fire,111,111 - Building fire,50000,300000,350000,350000,0
18-0043679,2018,Winter,12/31/2018,3745 LENTZ Louisville KY 40215,Structure Fire,111,111 - Building fire,5000,20000,25000,37750,12750
19-0000036,2019,Winter,1/1/2019,3119 W JEFFERSON Louisville KY 40212,Structure Fire,111,111 - Building fire,3000,9000,12000,17000,5000
19-0000036,2019,Winter,1/1/2019,3117 W JEFFERSON Louisville KY 40212,Structure Fire,111,111 - Building fire,0,9000,9000,17000,8000
19-0000085,2019,Winter,1/1/2019,330 CECIL Louisville KY 40212,Structure Fire,111,111 - Building fire,800,0,800,51480,50680
19-0000200,2019,Winter,1/2/2019,225 N CLIFTON Louisville KY 40206,Structure Fire,111,111 - Building fire,NULL,1000,1000,300000,299000
19-0000378,2019,Winter,1/4/2019,222 S 24TH Louisville KY 40212,Structure Fire,111,111 - Building fire,NULL,12010,12010,12010,0
19-0000378,2019,Winter,1/4/2019,220 S 24TH Louisville KY 40212,Structure Fire,111,111 - Building fire,1000,4000,5000,15760,10760
19-0000580,2019,Winter,1/6/2019,3202 HUNSINGER Louisville KY 40220,Structure Fire,111,111 - Building fire,300,0,300,172000,171700
19-0000839,2019,Winter,1/8/2019,225 N CLIFTON Louisville KY 40206,Structure Fire,111,111 - Building fire,10000,100000,110000,525000,415000
19-0000879,2019,Winter,1/9/2019,1846 BOLLING Louisville KY 40210,Structure Fire,111,111 - Building fire,NULL,1000,1000,45900,44900
19-0001497,2019,Winter,1/15/2019,406 LOUIS COLEMAN JR Louisville KY 40212,Structure Fire,113,"113 - Cooking fire, confined to container",100,100,200,74000,73800
19-0001725,2019,Winter,1/17/2019,1269 S JACKSON Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,1000,NULL,1000,1000,0
19-0001733,2019,Winter,1/17/2019,4407 EXLEY Louisville KY 40211,Structure Fire,111,111 - Building fire,10000,20000,30000,45000,15000
19-0001813,2019,Winter,1/18/2019,1807 COMMERCE Louisville KY 40208,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1500,1500,1500,0
19-0001892,2019,Winter,1/19/2019,1717 DUNCAN Louisville KY 40203,Structure Fire,111,111 - Building fire,NULL,1000,1000,18380,17380
19-0002098,2019,Winter,1/21/2019,714 W WOODLAWN 3 Louisville KY 40215,Structure Fire,113,"113 - Cooking fire, confined to container",NULL,300,300,300,0
19-0002075,2019,Winter,1/21/2019,317 N 27TH Louisville KY 40212,Structure Fire,111,111 - Building fire,0,26070,26070,26070,0
19-0002129,2019,Winter,1/21/2019,608 S 24TH Louisville KY 40211,Structure Fire,111,111 - Building fire,500,2000,2500,27080,24580
19-0002132,2019,Winter,1/21/2019,4222 POPLAR LEVEL Louisville KY 40213,Outside Fire,154,154 - Dumpster or other outside trash receptacle fire,0,100,100,1000,900
19-0002138,2019,Winter,1/21/2019,I-264W City of Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,1000,5000,6000,5000,-1000
19-0002158,2019,Winter,1/21/2019,3011 LINWOOD Louisville KY 40210,Structure Fire,111,111 - Building fire,3000,5000,8000,20940,12940
19-0002261,2019,Winter,1/22/2019,407 REG SMITH 101 Louisville KY 40208,Structure Fire,111,111 - Building fire,500,5000,5500,1000000,994500
19-0002423,2019,Winter,1/24/2019,1009 S 32ND Louisville KY 40211,Structure Fire,111,111 - Building fire,2500,15000,17500,23000,5500
19-0002449,2019,Winter,1/24/2019,802 BEECHER Louisville KY 40215,Structure Fire,111,111 - Building fire,6000,30000,36000,80000,44000
19-0002460,2019,Winter,1/24/2019,654 LOUIS COLEMAN JR Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,200,500,700,2000,1300
19-0002504,2019,Winter,1/24/2019,3116 BANK Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,250,2000,2250,2000,-250
19-0002544,2019,Winter,1/25/2019,674 S 36TH Louisville KY 40211,Structure Fire,111,111 - Building fire,5000,10000,15000,23550,8550
19-0002645,2019,Winter,1/26/2019,3600 River Park Louisville KY 40211,Structure Fire,111,111 - Building fire,4000,30000,34000,45260,11260
19-0002750,2019,Winter,1/27/2019,1265 GOSS Louisville KY 40217,Structure Fire,111,111 - Building fire,1000,5000,6000,5000,-1000
19-0002759,2019,Winter,1/27/2019,7900 SHELBYVILLE Louisville KY 40222,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,14000,14000,14000,0
19-0002797,2019,Winter,1/27/2019,1508 KNIGHT Louisville KY 40216,Structure Fire,111,111 - Building fire,15000,50000,65000,114000,49000
19-0002935,2019,Winter,1/28/2019,2130 BELMONT Louisville KY 40218,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,1000,0
19-0002953,2019,Winter,1/29/2019,1521 S 30TH Louisville KY 40211,Vehicle Fire,131,131 - Passenger vehicle fire,0,900,900,900,0
19-0003132,2019,Winter,1/30/2019,1359 S BROOK Louisville KY 40208,Structure Fire,111,111 - Building fire,15000,60000,75000,125400,50400
19-0003192,2019,Winter,1/31/2019,3107 GRAND Louisville KY 40211,Structure Fire,111,111 - Building fire,400,8000,8400,27860,19460
19-0003276,2019,Winter,1/31/2019,2223 MAGAZINE Louisville KY 40211,Structure Fire,111,111 - Building fire,1000,2000,3000,10000,7000
19-0003329,2019,Spring,2/1/2019,S 38TH Louisville KY 40212,Vehicle Fire,131,131 - Passenger vehicle fire,0,2000,2000,2000,0
19-0003369,2019,Spring,2/1/2019,523 E BARBEE Louisville KY 40217,Structure Fire,111,111 - Building fire,1000,1000,2000,81040,79040
19-0003480,2019,Spring,2/2/2019,1034 ELLISON Louisville KY 40204,Structure Fire,111,111 - Building fire,30000,60000,90000,142000,52000
19-0003520,2019,Spring,2/2/2019,500BLK CAMP Louisville KY 40203,Vehicle Fire,131,131 - Passenger vehicle fire,100,8000,8100,8000,-100
19-0003650,2019,Spring,2/3/2019,429 MARSHALL Louisville KY 40214,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,5000,5000,5000,0
19-0003828,2019,Spring,2/5/2019,3116 KLONWAY Louisville KY 40220,Vehicle Fire,131,131 - Passenger vehicle fire,2500,14000,16500,14000,-2500
19-0003936,2019,Spring,2/6/2019,102 SAUNDERS Louisville KY 40211,Structure Fire,111,111 - Building fire,3000,20000,23000,23780,780
19-0004110,2019,Spring,2/7/2019,2825 BROWNSBORO Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,1000,1000,1000,0
19-0004121,2019,Spring,2/7/2019,S 4TH Louisville KY 40202,Structure Fire,112,112 - Fires in structure other than in a building,NULL,5000,5000,4100000,4095000
19-0004247,2019,Spring,2/8/2019,2705 CAMERON Louisville KY 40205,Structure Fire,123,"123 - Fire in portable building, fixed location",25,100,125,100,-25
19-0004271,2019,Spring,2/9/2019,2610 ROWAN Louisville KY 40212,Structure Fire,111,111 - Building fire,1500,29120,30620,29120,-1500
19-0004358,2019,Spring,2/9/2019,2324 FARNSLEY Shively KY 40216,Structure Fire,111,111 - Building fire,5000,10000,15000,88000,73000
19-0004398,2019,Spring,2/10/2019,2403 HIKES Louisville KY 40218,Structure Fire,112,112 - Fires in structure other than in a building,0,5000,5000,300000,295000
19-0004411,2019,Spring,2/10/2019,1048 S 43RD Louisville KY 40211,Structure Fire,111,111 - Building fire,NULL,3000,3000,33800,30800
19-0004514,2019,Spring,2/11/2019,1874 ALLGEIER Louisville KY 40213,Structure Fire,113,"113 - Cooking fire, confined to container",500,NULL,500,125000,124500
19-0004541,2019,Spring,2/11/2019,2601 W CHESTNUT 5 Louisville KY 40211,Structure Fire,113,"113 - Cooking fire, confined to container",25,0,25,150000,149975
19-0004550,2019,Spring,2/11/2019,I 65 Northbound City of Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,NULL,3500,3500,3500,0
19-0004658,2019,Spring,2/12/2019,3717 WHEELER Louisville KY 40215,Structure Fire,113,"113 - Cooking fire, confined to container",300,NULL,300,60000,59700
19-0004755,2019,Spring,2/13/2019,5000 S Second Louisville KY 40214,Structure Fire,111,111 - Building fire,4000,15000,19000,78000,59000
19-0004811,2019,Spring,2/14/2019,BERRY Louisville KY 40215,Vehicle Fire,131,131 - Passenger vehicle fire,100,NULL,100,2000,1900
19-0004903,2019,Spring,2/15/2019,631 CALDWELL Louisville KY 40203,Structure Fire,111,111 - Building fire,NULL,1000,1000,48900,47900
19-0004920,2019,Spring,2/15/2019,I-64 East City of Louisville KY 40206,Vehicle Fire,131,131 - Passenger vehicle fire,0,750,750,1500,750
19-0005007,2019,Spring,2/16/2019,1422 TAYLOR Louisville KY 40213,Vehicle Fire,131,131 - Passenger vehicle fire,50,1000,1050,1000,-50
19-0005150,2019,Spring,2/17/2019,524 N 31ST Louisville KY 40212,Structure Fire,111,111 - Building fire,2000,2000,4000,48000,44000
19-0005148,2019,Spring,2/17/2019,1500 OLEANDA 4 Louisville KY 40215,Structure Fire,111,111 - Building fire,1000,10000,11000,192307,181307
